citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
80 FR 37529, 2015-16334,37530,https://www.federalregister.gov/documents/2015/07/01/2015-16334/establishing-the-advisory-board-on-toxic-substances-and-worker-health,https://www.govinfo.gov/content/pkg/FR-2015-07-01/pdf/2015-16334.pdf,Presidential Document,Executive Order,07/01/2015,06/26/2015,37529,Establishing the Advisory Board on Toxic Substances and Worker Health,"See: EO 13179, December 7, 2000",13699
80 FR 37129, 2015-16122,37134,https://www.federalregister.gov/documents/2015/06/29/2015-16122/hostage-recovery-activities,https://www.govinfo.gov/content/pkg/FR-2015-06-29/pdf/2015-16122.pdf,Presidential Document,Executive Order,06/29/2015,06/24/2015,37129,Hostage Recovery Activities,"",13698
80 FR 36689, 2015-15828,36691,https://www.federalregister.gov/documents/2015/06/25/2015-15828/amendment-to-executive-order-11155-awards-for-special-capability-in-career-and-technical-education,https://www.govinfo.gov/content/pkg/FR-2015-06-25/pdf/2015-15828.pdf,Presidential Document,Executive Order,06/25/2015,06/22/2015,36689,"Amendment to Executive Order 11155, Awards for Special Capability in Career and Technical Education","Amends: EO 11155, May 23, 1964",13697
80 FR 35781, 2015-15495,35828,https://www.federalregister.gov/documents/2015/06/22/2015-15495/2015-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2015-06-22/pdf/2015-15495.pdf,Presidential Document,Executive Order,06/22/2015,06/17/2015,35781,"2015 Amendments to the Manual for Courts-Martial, United States","See: EO 12473, April 13, 1984",13696
80 FR 30331, 2015-13055,30331,https://www.federalregister.gov/documents/2015/05/28/2015-13055/termination-of-emergency-with-respect-to-the-risk-of-nuclear-proliferation-created-by-the,https://www.govinfo.gov/content/pkg/FR-2015-05-28/pdf/2015-13055.pdf,Presidential Document,Executive Order,05/28/2015,05/26/2015,30331,Termination of Emergency With Respect to the Risk of Nuclear Proliferation Created by the Accumulation of a Large Volume of Weapons-Usable Fissile Material in the Territory of the Russian Federation,"Revokes: EO 13617, June 25, 2012",13695
80 FR 18077, 2015-07788,18079,https://www.federalregister.gov/documents/2015/04/02/2015-07788/blocking-the-property-of-certain-persons-engaging-in-significant-malicious-cyber-enabled-activities,https://www.govinfo.gov/content/pkg/FR-2015-04-02/pdf/2015-07788.pdf,Presidential Document,Executive Order,04/02/2015,04/01/2015,18077,Blocking the Property of Certain Persons Engaging in Significant Malicious Cyber-Enabled Activities,"See: Proc. 8693, July 24, 2011
Amended by: EO 13757, December 28, 2016",13694
80 FR 15869, 2015-07016,15884,https://www.federalregister.gov/documents/2015/03/25/2015-07016/planning-for-federal-sustainability-in-the-next-decade,https://www.govinfo.gov/content/pkg/FR-2015-03-25/pdf/2015-07016.pdf,Presidential Document,Executive Order,03/25/2015,03/19/2015,15869,Planning for Federal Sustainability in the Next Decade,"Amends: EO 13327, February 4, 2004; EO 13432, May 14, 2007; EO 13653, November 1, 2013; EO 13677, September 23, 2014
Revokes: EO 13423, January 24, 2007; EO 13514, October 5, 2009; Memorandum of May 24, 2011; Memorandum of December 2, 2011; Memorandum of February 21, 2012; Memorandum of December 5, 2013 
Revoked by: EO 13834, May 17, 2018",13693
80 FR 12747, 2015-05677,12751,https://www.federalregister.gov/documents/2015/03/11/2015-05677/blocking-property-and-suspending-entry-of-certain-persons-contributing-to-the-situation-in-venezuela,https://www.govinfo.gov/content/pkg/FR-2015-03-11/pdf/2015-05677.pdf,Presidential Document,Executive Order,03/11/2015,03/08/2015,12747,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Venezuela,"EO 13808, August 24, 2017",13692
80 FR 9347, 2015-03714,9353,https://www.federalregister.gov/documents/2015/02/20/2015-03714/promoting-private-sector-cybersecurity-information-sharing,https://www.govinfo.gov/content/pkg/FR-2015-02-20/pdf/2015-03714.pdf,Presidential Document,Executive Order,02/20/2015,02/13/2015,9347,Promoting Private Sector Cybersecurity Information Sharing,"Amends: EO 12829, January 6, 1993
See: EO 13549, August 18, 2010",13691
80 FR 6425, 2015-02379,6428,https://www.federalregister.gov/documents/2015/02/04/2015-02379/establishing-a-federal-flood-risk-management-standard-and-a-process-for-further-soliciting-and,https://www.govinfo.gov/content/pkg/FR-2015-02-04/pdf/2015-02379.pdf,Presidential Document,Executive Order,02/04/2015,01/30/2015,6425,Establishing a Federal Flood Risk Management Standard and a Process for Further Soliciting and Considering Stakeholder Input,"Revoked by: EO 13807, August 15, 2017",13690
80 FR 4189, 2015-01522,4194,https://www.federalregister.gov/documents/2015/01/26/2015-01522/enhancing-coordination-of-national-efforts-in-the-arctic,https://www.govinfo.gov/content/pkg/FR-2015-01-26/pdf/2015-01522.pdf,Presidential Document,Executive Order,01/26/2015,01/21/2015,4189,Enhancing Coordination of National Efforts in the Arctic,"",13689
80 FR 3451, 2015-01255,3453,https://www.federalregister.gov/documents/2015/01/22/2015-01255/federal-support-for-local-law-enforcement-equipment-acquisition,https://www.govinfo.gov/content/pkg/FR-2015-01-22/pdf/2015-01255.pdf,Presidential Document,Executive Order,01/22/2015,01/16/2015,3451,Federal Support for Local Law Enforcement Equipment Acquisition,"Revoked by: EO 13809, August 28, 2017",13688
80 FR 817, 2015-00058,821,https://www.federalregister.gov/documents/2015/01/06/2015-00058/imposing-additional-sanctions-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2015-01-06/pdf/2015-00058.pdf,Presidential Document,Executive Order,01/06/2015,01/02/2015,817,Imposing Additional Sanctions With Respect To North Korea,"See: EO 13466, June 26, 2008; EO 13551, August 30, 2010; EO 13570, April 18, 2011; EO 13810, September 20, 2017",13687
79 FR 77357, 2014-30323,77359,https://www.federalregister.gov/documents/2014/12/24/2014-30323/blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea,https://www.govinfo.gov/content/pkg/FR-2014-12-24/pdf/2014-30323.pdf,Presidential Document,Executive Order,12/24/2014,12/19/2014,77357,Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region of Ukraine,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13662, March 20, 2014",13685
79 FR 77361, 2014-30363,77372,https://www.federalregister.gov/documents/2014/12/24/2014-30363/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2014-12-24/pdf/2014-30363.pdf,Presidential Document,Executive Order,12/24/2014,12/19/2014,77361,Adjustments of Certain Rates of Pay,"Supersedes: EO 13655, December 23, 2013
Superseded by: EO 13715, December 18, 2015",13686
79 FR 76865, 2014-30195,76866,https://www.federalregister.gov/documents/2014/12/23/2014-30195/establishment-of-the-presidents-task-force-on-21st-century-policing,https://www.govinfo.gov/content/pkg/FR-2014-12-23/pdf/2014-30195.pdf,Presidential Document,Executive Order,12/23/2014,12/18/2014,76865,Establishment of the President's Task Force on 21st Century Policing,"",13684
79 FR 75039, 2014-29625,75042,https://www.federalregister.gov/documents/2014/12/16/2014-29625/amendments-to-executive-orders-11030-13653-and-13673,https://www.govinfo.gov/content/pkg/FR-2014-12-16/pdf/2014-29625.pdf,Presidential Document,Executive Order,12/16/2014,12/11/2014,75039,"Amendments to Executive Orders 11030, 13653, and 13673","Amends: EO 11030, June 19, 1962; EO 13653, November 1, 2013; EO 13673, July 31, 2014
Amended by: EO 13782, March 27, 2017
 See: EO 13653, November 1, 2013",13683
79 FR 73457, 2014-29121,73460,https://www.federalregister.gov/documents/2014/12/10/2014-29121/closing-of-executive-departments-and-agencies-of-the-federal-government-on-friday-december-26-2014,https://www.govinfo.gov/content/pkg/FR-2014-12-10/pdf/2014-29121.pdf,Presidential Document,Executive Order,12/10/2014,12/05/2014,73457,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2014","",13682
79 FR 63287, 2014-25292,63287,https://www.federalregister.gov/documents/2014/10/23/2014-25292/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to,https://www.govinfo.gov/content/pkg/FR-2014-10-23/pdf/2014-25292.pdf,Presidential Document,Executive Order,10/23/2014,10/16/2014,63287,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty,"",13680
79 FR 63489, 2014-25439,63493,https://www.federalregister.gov/documents/2014/10/23/2014-25439/improving-the-security-of-consumer-financial-transactions,https://www.govinfo.gov/content/pkg/FR-2014-10-23/pdf/2014-25439.pdf,Presidential Document,Executive Order,10/23/2014,10/17/2014,63489,Improving the Security of Consumer Financial Transactions,"",13681
79 FR 62323, 2014-24851,62324,https://www.federalregister.gov/documents/2014/10/17/2014-24851/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2014-10-17/pdf/2014-24851.pdf,Presidential Document,Executive Order,10/17/2014,10/10/2014,62323,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen," EO 13679, October 10, 2014",13679
79 FR 60949, 2014-24218,60950,https://www.federalregister.gov/documents/2014/10/08/2014-24218/conversion-authority-for-criminal-investigators-special-agents-of-the-bureau-of-alcohol-tobacco,https://www.govinfo.gov/content/pkg/FR-2014-10-08/pdf/2014-24218.pdf,Presidential Document,Executive Order,10/08/2014,10/03/2014,60949,"Conversion Authority for Criminal Investigators (Special Agents) of the Bureau of Alcohol, Tobacco, Firearms, and Explosives","",13678
79 FR 58229, 2014-23228,58236,https://www.federalregister.gov/documents/2014/09/26/2014-23228/climate-resilient-international-development,https://www.govinfo.gov/content/pkg/FR-2014-09-26/pdf/2014-23228.pdf,Presidential Document,Executive Order,09/26/2014,09/23/2014,58229,Climate-Resilient International Development,"Amended by: EO 13693, March 19, 2015
See: EO 13514, October 5, 2009; EO 13653, November 1, 2013",13677
79 FR 56931, 2014-22805,56935,https://www.federalregister.gov/documents/2014/09/23/2014-22805/combating-antibiotic-resistant-bacteria,https://www.govinfo.gov/content/pkg/FR-2014-09-23/pdf/2014-22805.pdf,Presidential Document,Executive Order,09/23/2014,09/18/2014,56931,Combating Antibiotic-Resistant Bacteria,"Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13676
79 FR 46659, 2014-18998,46663,https://www.federalregister.gov/documents/2014/08/08/2014-18998/establishing-the-presidents-advisory-council-on-doing-business-in-africa,https://www.govinfo.gov/content/pkg/FR-2014-08-08/pdf/2014-18998.pdf,Presidential Document,Executive Order,08/08/2014,08/05/2014,46659,Establishing the President's Advisory Council on Doing Business in Africa,"See: EO 12870, September 30, 1993,
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017
Amended by: EO 13734, August 3, 2016",13675
79 FR 45671, 2014-18682,45671,https://www.federalregister.gov/documents/2014/08/06/2014-18682/revised-list-of-quarantinable-communicable-diseases,https://www.govinfo.gov/content/pkg/FR-2014-08-06/pdf/2014-18682.pdf,Presidential Document,Executive Order,08/06/2014,07/31/2014,45671,Revised List of Quarantinable Communicable Diseases,"",13674
79 FR 45309, 2014-18561,45315,https://www.federalregister.gov/documents/2014/08/05/2014-18561/fair-pay-and-safe-workplaces,https://www.govinfo.gov/content/pkg/FR-2014-08-05/pdf/2014-18561.pdf,Presidential Document,Executive Order,08/05/2014,07/31/2014,45309,Fair Pay and Safe Workplaces,"See: EO 11246, September 24, 1965; EO 13658, February 12, 2014; EO 13683, December 11, 2014; EO 13738, August 23, 2016
Revoked by: EO 13782, March 27, 2017",13673
79 FR 42971, 2014-17522,42972,https://www.federalregister.gov/documents/2014/07/23/2014-17522/further-amendments-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2014-07-23/pdf/2014-17522.pdf,Presidential Document,Executive Order,07/23/2014,07/21/2014,42971,"Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity","Amends: EO 11246, September 24, 1965; EO 11478, August 8, 1969",13672
79 FR 39947, 2014-16360,39951,https://www.federalregister.gov/documents/2014/07/10/2014-16360/taking-additional-steps-to-address-the-national-emergency-with-respect-to-the-conflict-in-the,https://www.govinfo.gov/content/pkg/FR-2014-07-10/pdf/2014-16360.pdf,Presidential Document,Executive Order,07/10/2014,07/08/2014,39947,Taking Additional Steps to Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo,"Amends: EO 13413, October 27, 2006",13671
79 FR 35029, 2014-14432,35031,https://www.federalregister.gov/documents/2014/06/18/2014-14432/establishing-an-emergency-board-to-investigate-disputes-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14432.pdf,Presidential Document,Executive Order,06/18/2014,06/14/2014,35029,Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations,"",13670
79 FR 34999, 2014-14429,35027,https://www.federalregister.gov/documents/2014/06/18/2014-14429/2014-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14429.pdf,Presidential Document,Executive Order,06/18/2014,06/13/2014,34999,"2014 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984",13669
79 FR 31019, 2014-12651,31020,https://www.federalregister.gov/documents/2014/05/29/2014-12651/ending-immunities-granted-to-the-development-fund-for-iraq-and-certain-other-iraqi-property-and,https://www.govinfo.gov/content/pkg/FR-2014-05-29/pdf/2014-12651.pdf,Presidential Document,Executive Order,05/29/2014,05/27/2014,31019,"Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended","See: EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13315, August 28, 2003",13668
79 FR 28385, 2014-11442,28391,https://www.federalregister.gov/documents/2014/05/15/2014-11442/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-central-african-republic,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11442.pdf,Presidential Document,Executive Order,05/15/2014,05/12/2014,28385,Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic,"",13667
79 FR 22591, 2014-09343,22591,https://www.federalregister.gov/documents/2014/04/23/2014-09343/expanding-eligibility-for-the-defense-meritorious-service-medal,https://www.govinfo.gov/content/pkg/FR-2014-04-23/pdf/2014-09343.pdf,Presidential Document,Executive Order,04/23/2014,04/18/2014,22591,Expanding Eligibility for the Defense Meritorious Service Medal,"",13666
79 FR 20749, 2014-08426,20750,https://www.federalregister.gov/documents/2014/04/11/2014-08426/non-retaliation-for-disclosure-of-compensation-information,https://www.govinfo.gov/content/pkg/FR-2014-04-11/pdf/2014-08426.pdf,Presidential Document,Executive Order,04/11/2014,04/08/2014,20749,Non-Retaliation for Disclosure of Compensation Information,"",13665
79 FR 19281, 2014-07895,19285,https://www.federalregister.gov/documents/2014/04/07/2014-07895/blocking-property-of-certain-persons-with-respect-to-south-sudan,https://www.govinfo.gov/content/pkg/FR-2014-04-07/pdf/2014-07895.pdf,Presidential Document,Executive Order,04/07/2014,04/03/2014,19281,Blocking Property of Certain Persons With Respect to South Sudan,"",13664
79 FR 16645, 2014-06768,16649,https://www.federalregister.gov/documents/2014/03/25/2014-06768/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.govinfo.gov/content/pkg/FR-2014-03-25/pdf/2014-06768.pdf,Presidential Document,Executive Order,03/25/2014,03/20/2014,16645,Establishing an Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,"See: EO 13654, November 21, 2013",13663
79 FR 16167, 2014-06612,16171,https://www.federalregister.gov/documents/2014/03/24/2014-06612/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-24/pdf/2014-06612.pdf,Presidential Document,Executive Order,03/24/2014,03/20/2014,16167,Blocking Property of Additional Persons Contributing to the Situation in Ukraine,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13685, December 19, 2014",13662
79 FR 15533, 2014-06141,15538,https://www.federalregister.gov/documents/2014/03/19/2014-06141/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-19/pdf/2014-06141.pdf,Presidential Document,Executive Order,03/19/2014,03/16/2014,15533,Blocking Property of Additional Persons Contributing to the Situation in Ukraine,"See: EO 13660, March 6, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014",13661
79 FR 13491, 2014-05323,13495,https://www.federalregister.gov/documents/2014/03/10/2014-05323/blocking-property-of-certain-persons-contributing-to-the-situation-in-ukraine,https://www.govinfo.gov/content/pkg/FR-2014-03-10/pdf/2014-05323.pdf,Presidential Document,Executive Order,03/10/2014,03/06/2014,13491,Blocking Property of Certain Persons Contributing to the Situation in Ukraine,"See: EO 13661, March 16, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014 ",13660
79 FR 10655, 2014-04254,10660,https://www.federalregister.gov/documents/2014/02/25/2014-04254/streamlining-the-exportimport-process-for-americas-businesses,https://www.govinfo.gov/content/pkg/FR-2014-02-25/pdf/2014-04254.pdf,Presidential Document,Executive Order,02/25/2014,02/19/2014,10655,Streamlining the Export/Import Process for America's Businesses,"",13659
79 FR 9849, 2014-03805,9854,https://www.federalregister.gov/documents/2014/02/20/2014-03805/establishing-a-minimum-wage-for-contractors,https://www.govinfo.gov/content/pkg/FR-2014-02-20/pdf/2014-03805.pdf,Presidential Document,Executive Order,02/20/2014,02/12/2014,9849,Establishing a Minimum Wage for Contractors,"See:   EO 13673, July 31, 2014; Superseded by: EO 14026, April 27, 2021",13658
79 FR 8823, 2014-03474,8823,https://www.federalregister.gov/documents/2014/02/14/2014-03474/changing-the-name-of-the-national-security-staff-to-the-national-security-council-staff,https://www.govinfo.gov/content/pkg/FR-2014-02-14/pdf/2014-03474.pdf,Presidential Document,Executive Order,02/14/2014,02/10/2014,8823,Changing the Name of the National Security Staff to the National Security Council Staff,"",13657
79 FR 4261, 2014-01523,4264,https://www.federalregister.gov/documents/2014/01/24/2014-01523/establishment-of-afghanistan-and-pakistan-strategic-partnership-office-and-amendment-to-executive,https://www.govinfo.gov/content/pkg/FR-2014-01-24/pdf/2014-01523.pdf,Presidential Document,Executive Order,01/24/2014,01/17/2014,4261,Establishment of Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163,"Amends: EO 12163, September 29, 1979",13656
78 FR 80451, 2013-31445,80462,https://www.federalregister.gov/documents/2013/12/31/2013-31445/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2013-12-31/pdf/2013-31445.pdf,Presidential Document,Executive Order,12/31/2013,12/23/2013,80451,Adjustments of Certain Rates of Pay,"Supersedes: EO 13641, April 5, 2013; EO 13686, December 19, 2014",13655
78 FR 70843, 2013-28581,70845,https://www.federalregister.gov/documents/2013/11/26/2013-28581/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.govinfo.gov/content/pkg/FR-2013-11-26/pdf/2013-28581.pdf,Presidential Document,Executive Order,11/26/2013,11/21/2013,70843,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations,"See: EO 13663, March 20, 2014",13654
78 FR 66817, 2013-26785,66824,https://www.federalregister.gov/documents/2013/11/06/2013-26785/preparing-the-united-states-for-the-impacts-of-climate-change,https://www.govinfo.gov/content/pkg/FR-2013-11-06/pdf/2013-26785.pdf,Presidential Document,Executive Order,11/06/2013,11/01/2013,66817,Preparing the United States for the Impacts of Climate Change,"Amended by: EO 13693, March 19, 2015
See:   EO 13677, September 23, 2014; EO 13683, December 11, 2014
Revoked by: EO 13783, March 28, 2017",13653
78 FR 61817, 2013-24388,61820,https://www.federalregister.gov/documents/2013/10/04/2013-24388/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2013-10-04/pdf/2013-24388.pdf,Presidential Document,Executive Order,10/04/2013,09/30/2013,61817,Continuance Of Certain Federal Advisory Committees,"Amends: EO 13043, April 16, 1997; EO 13231, October 16, 2001; EO 13515, October 14, 2009; EO 13538, April 19, 2010; EO 13600, February 9, 2012;
 Supersedes in part: EO 13585, September 30, 2011; EO 13591, November 23, 2011;  EO 13708, September 30, 2015
 Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12131, May 4, 1979; EO 12216, June 19, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13515, October 14, 2009; EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 19, 2010; EO 13539, April 21, 2010; EO 13540, April 26, 2010; EO 13549, August 18, 2010; EO 13600, February 9, 2012; EO 13621, July 26, 2012; EO 13631, December 7, 2012; EO 13634, December 21, 2012; EO 13640, January 5, 2013;
 ee: EO 13498, February 5, 2009; EO 13544, June 10, 2010; EO 13555, October 19, 2010",13652
78 FR 48791, 2013-19520,48794,https://www.federalregister.gov/documents/2013/08/09/2013-19520/prohibiting-certain-imports-of-burmese-jadeite-and-rubies,https://www.govinfo.gov/content/pkg/FR-2013-08-09/pdf/2013-19520.pdf,Presidential Document,Executive Order,08/09/2013,08/06/2013,48791,Prohibiting Certain Imports of Burmese Jadeite and Rubies,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008; EO 13619, July 11, 2012; EO 13742, October 7, 2016",13651
78 FR 48029, 2013-19220,48033,https://www.federalregister.gov/documents/2013/08/07/2013-19220/improving-chemical-facility-safety-and-security,https://www.govinfo.gov/content/pkg/FR-2013-08-07/pdf/2013-19220.pdf,Presidential Document,Executive Order,08/07/2013,08/01/2013,48029,Improving Chemical Facility Safety and Security,"",13650
78 FR 43055, 2013-17478,43059,https://www.federalregister.gov/documents/2013/07/18/2013-17478/accelerating-improvements-in-hiv-prevention-and-care-in-the-united-states-through-the-hiv-care,https://www.govinfo.gov/content/pkg/FR-2013-07-18/pdf/2013-17478.pdf,Presidential Document,Executive Order,07/18/2013,07/15/2013,43055,Accelerating Improvements in HIV Prevention and Care in the United States Through the HIV Care Continuum Initiative,"See: EO 13703, July 30, 2015",13649
78 FR 40619, 2013-16387,40623,https://www.federalregister.gov/documents/2013/07/05/2013-16387/combating-wildlife-trafficking,https://www.govinfo.gov/content/pkg/FR-2013-07-05/pdf/2013-16387.pdf,Presidential Document,Executive Order,07/05/2013,07/01/2013,40619,Combating Wildlife Trafficking,"See: EO 13708, September 30, 2015
Continued by: EO 13708, September 30, 2015",13648
78 FR 39539, 2013-15942,39542,https://www.federalregister.gov/documents/2013/07/01/2013-15942/establishing-the-white-house-council-on-native-american-affairs,https://www.govinfo.gov/content/pkg/FR-2013-07-01/pdf/2013-15942.pdf,Presidential Document,Executive Order,07/01/2013,06/26/2013,39539,Establishing the White House Council on Native American Affairs,"",13647
78 FR 39157, 2013-15782,39161,https://www.federalregister.gov/documents/2013/06/28/2013-15782/establishing-the-presidents-advisory-council-on-financial-capability-for-young-americans,https://www.govinfo.gov/content/pkg/FR-2013-06-28/pdf/2013-15782.pdf,Presidential Document,Executive Order,06/28/2013,06/25/2013,39157,Establishing the President's Advisory Council on Financial Capability for Young Americans,"",13646
78 FR 33945, 2013-13523,33953,https://www.federalregister.gov/documents/2013/06/05/2013-13523/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-freedom-and-counter-,https://www.govinfo.gov/content/pkg/FR-2013-06-05/pdf/2013-13523.pdf,Presidential Document,Executive Order,06/05/2013,06/03/2013,33945,Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Freedom and Counter- Proliferation Act of 2012 and Additional Sanctions With Respect To Iran,"Revoked by: EO 13716, January 16, 2016",13645
78 FR 31813, 2013-12650,31813,https://www.federalregister.gov/documents/2013/05/24/2013-12650/amendment-to-executive-order-13639,https://www.govinfo.gov/content/pkg/FR-2013-05-24/pdf/2013-12650.pdf,Presidential Document,Executive Order,05/24/2013,05/21/2013,31813,Amendment to Executive Order 13639,"",13644
78 FR 29559, 2013-12157,29610,https://www.federalregister.gov/documents/2013/05/21/2013-12157/2013-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2013-05-21/pdf/2013-12157.pdf,Presidential Document,Executive Order,05/21/2013,05/15/2013,29559,"2013 Amendments to the Manual for Courts-Martial, United States","",13643
78 FR 28111, 2013-11533,28113,https://www.federalregister.gov/documents/2013/05/14/2013-11533/making-open-and-machine-readable-the-new-default-for-government-information,https://www.govinfo.gov/content/pkg/FR-2013-05-14/pdf/2013-11533.pdf,Presidential Document,Executive Order,05/14/2013,05/09/2013,28111,Making Open and Machine Readable the New Default for Government Information,"See: EO 13744, October 13, 2016",13642
78 FR 21503, 2013-08626,21514,https://www.federalregister.gov/documents/2013/04/11/2013-08626/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2013-04-11/pdf/2013-08626.pdf,Presidential Document,Executive Order,04/11/2013,04/05/2013,21503,Adjustments of Certain Rates of Pay,"Supersedes: EO 13635, December 27, 2012;
 Superseded by: EO 13655, December 23, 2013",13641
78 FR 21211, 2013-08501,21211,https://www.federalregister.gov/documents/2013/04/10/2013-08501/continuance-of-advisory-council,https://www.govinfo.gov/content/pkg/FR-2013-04-10/pdf/2013-08501.pdf,Presidential Document,Executive Order,04/10/2013,04/05/2013,21211,Continuance of Advisory Council,"Continued by: EO 13652, September 30, 2013;
 See: EO 13498, February 5, 2009; EO 13569, April 5, 2011",13640
78 FR 19979, 2013-07837,19980,https://www.federalregister.gov/documents/2013/04/03/2013-07837/establishment-of-the-presidential-commission-on-election-administration,https://www.govinfo.gov/content/pkg/FR-2013-04-03/pdf/2013-07837.pdf,Presidential Document,Executive Order,04/03/2013,03/28/2013,19979,Establishment of the Presidential Commission on Election Administration,"",13639
78 FR 17587, 2013-06712,17590,https://www.federalregister.gov/documents/2013/03/21/2013-06712/amendments-to-executive-order-12777,https://www.govinfo.gov/content/pkg/FR-2013-03-21/pdf/2013-06712.pdf,Presidential Document,Executive Order,03/21/2013,03/15/2013,17587,Amendments to Executive Order 12777,"",13638
78 FR 16127, 2013-05967,16132,https://www.federalregister.gov/documents/2013/03/13/2013-05967/administration-of-reformed-export-controls,https://www.govinfo.gov/content/pkg/FR-2013-03-13/pdf/2013-05967.pdf,Presidential Document,Executive Order,03/13/2013,03/08/2013,16127,Administration of Reformed Export Controls,"",13637
78 FR 11737, 2013-03915,11744,https://www.federalregister.gov/documents/2013/02/19/2013-03915/improving-critical-infrastructure-cybersecurity,https://www.govinfo.gov/content/pkg/FR-2013-02-19/pdf/2013-03915.pdf,Presidential Document,Executive Order,02/19/2013,02/12/2013,11737,Improving Critical Infrastructure Cybersecurity,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",13636
78 FR 649, 2013-00002,660,https://www.federalregister.gov/documents/2013/01/03/2013-00002/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2013-01-03/pdf/2013-00002.pdf,Presidential Document,Executive Order,01/03/2013,12/27/2012,649,Adjustments of Certain Rates of Pay,"Supersedes: EO 13594, December 19, 2011;
 Superseded by EO 13641, April 5, 2013",13635
