,executive_order_number,title,signing_date,disposition_notes,president,days,count
678,8203.0,Transfer of Jurisdiction Over Certain Lands From the Secretary of Agriculture to the Secretary of War,1939-07-13,"Federal Register page and date: 4 FR 3243, July 15, 1939 
See: EO 7908, June 9, 1938",Franklin D Roosevelt,2322,2394.0
679,8204.0,Exemption of Michael E. Gorman From Compulsory Retirement for Age,1939-07-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2323,2395.0
680,8205.0,"Authorizing the Initial Appointment of the Assistant Administrator of the Federal Security Agency and One Private Secretary to the Assistant Administrator Without Compliance With the Civil Service Rules, and Amending Schedule A of the Civil Service Rules",1939-07-14,"Federal Register page and date: 4 FR 3313, July 18, 1939",Franklin D Roosevelt,2323,2396.0
681,8206.0,"Revocation of   6432 of November 16, 1933, Withdrawing Public Lands; Wyoming",1939-07-14,"Federal Register page and date: 4 FR 3313, July 18, 1939 
Revokes: 
    
    EO 6432, November 16, 1933",Franklin D Roosevelt,2323,2397.0
682,8207.0,Exemption of Dr. George F. Bowerman From Compulsory Retirement for Age,1939-07-17,"Amends: EO 7892, May 18, 1938  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2326,2398.0
683,8208.0,Exemption of Mrs. Frances S. Nichols From Compulsory Retirement for Age,1939-07-17,Note: This Executive order was  not received for publication in the Federal Register.,Franklin D Roosevelt,2326,2399.0
684,8209.0,Exemption of William M. Smith From Compulsory Retirement for Age,1939-07-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2326,2400.0
685,8210.0,Amending the Foreign Service Regulations of the United States,1939-07-17,"Federal Register page and date: 4 FR 3367, July 20, 1939 
Revokes: 
    
    EO 5661, July 1, 1931 
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,2326,2401.0
686,8211.0,"Revocation of   5633 of May 28, 1931, Withdrawing Public Lands",1939-07-19,"Federal Register page and date: 4 FR 3395, July 22, 1939
Revokes: 
    
    EO 5633, May 28, 1931",Franklin D Roosevelt,2328,2402.0
687,8212.0,"Reinstatement of Former Foreign Service Officer James J. Murphy, Jr.",1939-07-25,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2334,2403.0
688,8213.0,Exemption of Erastus S. Hawkins From Compulsory Retirement for Age,1939-07-25,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2334,2404.0
689,8214.0,Providing Additional Time-Eligibility for Reinstatement Under Civil Service Rules of Certain Former Federal Employees,1939-07-25,"Federal Register page and date: 4 FR 3429, July 27, 1939 
Revoked by: EO 9830, February 24, 1947",Franklin D Roosevelt,2334,2405.0
690,8215.0,"Amendment of Section 15 of   1888 of February 2, 1914, Prescribing General Conditions of Employment for Employees of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama",1939-07-25,"Federal Register page and date: 4 FR 3430, July 27, 1939 
Amends: 
    
    EO 1888, February 2, 1914 
See: EO 9212, August 1, 1942",Franklin D Roosevelt,2334,2406.0
691,8216.0,Withdrawing Public Land and Water for Naval Purposes; Alaska,1939-07-25,"Federal Register page and date: 4 FR 3430, July 27, 1939  
Revokes: Executive order of October 30, 1901 (unnumbered series)  
Revoked by: Public Land Order 925, October 27, 1953 (18 FR 6942) (in part); Public Land Order 3033, April 12, 1963 (28 FR 3855)",Franklin D Roosevelt,2334,2407.0
692,8217.0,Exemption of George Middleton From Compulsory Retirement for Age,1939-08-07,"See: EO 7978, September 19, 1938  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2347,2408.0
693,8218.0,Exemption of Herbert Vansant From Compulsory Retirement for Age,1939-08-07,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2347,2409.0
694,8219.0,Designating the Secretary of Agriculture as the Officer To Exercise the Rights of the United States Arising Out of the Ownership of the Capital Stock of the Commodity Credit Corporation,1939-08-07,"Federal Register page and date: 4 FR 3565, August 10, 1939  
Amends: EO 7848, March 22, 1938",Franklin D Roosevelt,2347,2410.0
695,8220.0,Partial Revocation of Certain s Creating Temporary Power-Site Withdrawals and Power-Site Reserves; Oregon,1939-08-07,"Federal Register page and date: 4 FR 3565, August 10, 1939 
Revokes: Executive order of December 30, 1909 (unnumbered series) (in part); Executive order of July 2, 1910 (unnumbered series) (in part)",Franklin D Roosevelt,2347,2411.0
696,8221.0,"Further Amending   7677-A, of July 26, 1937, as Amended, Entitled ""Civilian Conservation Corps""",1939-08-21,"Federal Register page and date: 4 FR 3715, August 25, 1939 
Amends: EO 7677-A, July 26, 1937; EO 
      7717, September 29, 1937; EO 8133, May 
      15, 1939",Franklin D Roosevelt,2361,2412.0
697,8222.0,Exempting Certain Positions From Salary Classification,1939-08-21,"Federal Register page and date: 4 FR 3715, August 25, 1939 
See: 
    
    EO 6746, June 21, 1934",Franklin D Roosevelt,2361,2413.0
698,8223.0,"Modifying   1919 1/2 of April 21, 1914, and Reserving Certain Lands for Use of the Alaska Road Commission for Aviation Field Purposes; Alaska",1939-08-21,"Federal Register page and date: 4 FR 3716, August 25, 1939  
Amends: 
    
    EO 1919 1/2, April 21, 1914
Revoked by: Public Land Order 716, May 1, 1951 (16 FR 4138)",Franklin D Roosevelt,2361,2414.0
699,8224.0,Exemption of John P. Dunlop From Compulsory Retirement for Age,1939-08-24,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2364,2415.0
700,8225.0,"Abolishing Customs Collection District Number 44 (Iowa); Extending Limits of Customs Collection District Number 39 (Chicago) To Include the State of Iowa; and Revoking the Designations of Des Moines, Iowa, Oklahoma City, Oklahoma, and Tulsa, Oklahoma, as Customs Ports of Entry",1939-08-24,"Federal Register page and date: 4 FR 3721, August 26, 1939",Franklin D Roosevelt,2364,2416.0
701,8226.0,"Amending Section 15 of   7845 of March 21, 1938, Prescribing Regulations Relating to Annual Leave of Government Employees",1939-08-24,"Federal Register page and date: 4 FR 3722, August 26, 1939  
Amends: EO 7845, March 21, 1938
Revoked by: EO 8384, March 29, 1940",Franklin D Roosevelt,2364,2417.0
702,8227.0,"Amending Section 18 of   7846 of March 21, 1938, Prescribing Regulations Relating to Sick Leave of Government Employees",1939-08-24,"Federal Register page and date: 4 FR 3722, August 26, 1939 
Amends: EO 7846, March 21, 1938
Revoked by: EO 8385, March 29, 1940",Franklin D Roosevelt,2364,2418.0
703,8228.0,Exemption of William T. Andrews From Compulsory Retirement for Age,1939-08-24,"Amended by: EO 8554, September 28, 1940  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2364,2419.0
704,8229.0,"Promotion of Lieutenant Harry R. Lohman, District of Columbia Police Force, Without Regard to Civil Service Rules",1939-08-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2366,2420.0
705,8230.0,Authorizing the Inspection of Certain Returns Made Under the Internal Revenue Code,1939-08-28,"Federal Register page and date: 4 FR 3777, August 31, 1939",Franklin D Roosevelt,2368,2421.0
706,8231.0,Exemption of Edward M. Weeks From Compulsory Retirement for Age,1939-08-31,"See: 
    
    EO 7413, July 10, 1936; EO 7635, June 16, 1937; 
    EO 7945, August 4, 1936 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2371,2422.0
707,8232.0,Control of the Panama Canal and the Canal Zone,1939-09-05,"Federal Register page and date: 4 FR 3812, September 6, 1939 
Revoked by: EO 10107, February 8, 1950
See: EO 8251, September 12, 1939",Franklin D Roosevelt,2376,2423.0
708,8233.0,Prescribing Regulations Governing the Enforcement of the Neutrality of the United States,1939-09-05,"Federal Register page and date: 4 FR 3822, September 7, 1939 
Amended by: EO 8398, April 25, 1940; EO 
      8406, May 11, 1940; EO 8433, June 10, 1940
See: EO 8243, September 8, 1939; EO 
      8249, September 10, 1939; Proc. 2348",Franklin D Roosevelt,2376,2424.0
709,8234.0,Prescribing Regulations Governing the Passage and Control of Vessels Through the Panama Canal in Any War in Which the United States is Neutral,1939-09-05,"Federal Register page and date: 4 FR 3823, September 7, 1939
Amended by: EO 8382, March 25, 1940",Franklin D Roosevelt,2376,2425.0
710,8235.0,Appointment of Mrs. Coey Custer Jones to Public Health Service Without Regard to Civil Service Rules,1939-09-06,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2377,2426.0
711,8236.0,"Authorizing the Inspection of Certain Income Tax Withholding Returns by the Department of National Revenue, Ottawa, Canada",1939-09-06,"Federal Register page and date: 4 FR 3835, September 8, 1939",Franklin D Roosevelt,2377,2427.0
712,8237.0,Amending Subdivision XVI of Schedule A of the Civil Service Rules,1939-09-06,"Federal Register page and date: 4 FR 3835, September 8, 1939",Franklin D Roosevelt,2377,2428.0
713,8238.0,"Extending the Limits of the Customs Port of Entry of Baltimore, Maryland, in Customs Collection District Number 13 (Maryland), To Include Sparrows Point, Maryland",1939-09-06,"Federal Register page and date: 4 FR 3835, September 8, 1939",Franklin D Roosevelt,2377,2429.0
714,8239.0,"Power Site Restoration  492, Partial Revocation of s of December 19, 1910, Creating Power Site Reserve  165 and of January 23, 1912, Creating Power Site Reserve  241",1939-09-06,"Federal Register page and date: 4 FR 3836, September 8, 1939  
Revokes: Executive order of December 19, 1910 (unnumbered series) (in part); Executive order of January 23, 1912 (unnumbered series) (in part); Executive order of December 3, 1912 (unnumbered series) (in part); Executive order of August 25, 1915 (unnumbered series) (in part); Executive order of August 29, 1919 (unnumbered series) (in part)",Franklin D Roosevelt,2377,2430.0
715,8240.0,"Construction of  of September 16, 1889, Enlarging Fort Meade Wood and Timber Military Reservation; South Dakota",1939-09-06,"Federal Register page and date: 4 FR 3836, September 8, 1939 
Amends: 
    
    EO 4244, June 5, 1925 
See: Executive order of September 16, 1889 (unnumbered series)",Franklin D Roosevelt,2377,2431.0
716,8241.0,"Revocation of   6774 of June 30, 1934, Withdrawing Public Lands; Washington",1939-09-06,"Federal Register page and date: 4 FR 3837, September 8, 1939",Franklin D Roosevelt,2377,2432.0
717,8242.0,Transfer of Miss Charlotta Gallap to Federal Communications Commission Without Regard to Civil Service Rules,1939-09-07,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2378,2433.0
718,8243.0,Prescribing Regulations Governing the Enforcement of the Neutrality of the United States,1939-09-08,"Federal Register page and date: 4 FR 3863, September 12, 1939",Franklin D Roosevelt,2379,2434.0
719,8244.0,Authorizing an Increase in the Strength of the Army,1939-09-08,"Federal Register page and date: 4 FR 3863, September 12, 1939",Franklin D Roosevelt,2379,2435.0
720,8245.0,Authorizing Increases in the Enlisted Strengths of the Navy and the Marine Corps,1939-09-08,"Federal Register page and date: 4 FR 3863, September 12, 1939",Franklin D Roosevelt,2379,2436.0
721,8246.0,Making Funds Available for the Protection of American Citizens in Foreign Countries During the Existing Emergency,1939-09-08,"Federal Register page and date: 4 FR 3863, September 12, 1939",Franklin D Roosevelt,2379,2437.0
722,8247.0,"Authorizing Increases in the Personnel of the Federal Bureau of Investigation, Department of Justice",1939-09-08,"Federal Register page and date: 4 FR 3864, September 12, 1939",Franklin D Roosevelt,2379,2438.0
723,8248.0,Establishing the Divisions of the Executive Office of the President and Defining Their Functions and Duties,1939-09-08,"Federal Register page and date: 4 FR 3864, September 12, 1939
Amended by: EO 12608, September 9, 1987 
    
Revoked by: EO 10452, May 1, 
      1953 (in part); EO 12919, June 3, 1994 (in 
      part)",Franklin D Roosevelt,2379,2439.0
724,8249.0,Prescribing Regulations Governing the Enforcement of the Neutrality of the United States,1939-09-10,"Federal Register page and date: 4 FR 3889, September 13, 1939",Franklin D Roosevelt,2381,2440.0
725,8250.0,"Revocation of   2006 of July 30, 1914, Placing Certain Land Under the Jurisdiction of the Secretary of the Navy for Use as a Naval Radio Station",1939-09-11,"Federal Register page and date: 4 FR 3890, September 13, 1939  
Revokes: 
    
    EO 2006, July 30, 1914",Franklin D Roosevelt,2382,2441.0
726,8251.0,"Regulations Governing the Entrance of Foreign and Domestic Aircraft Into the Canal Zone, and Navigation Therein",1939-09-12,"Federal Register page and date: 4 FR 3899, September 14, 1939  
Revokes: 
    
    EO 4971, September 28, 1928 
Amended by: EO 8271, October 16, 1939  Superseded by: Canal Zone Order 3, January 21, 1947 (12 FR 898) 
See: EO 8232, September 5, 1939; Proc. 2350, 
      September 5, 1939",Franklin D Roosevelt,2383,2442.0
727,8252.0,Exemption of Samuel J. Gompers From Compulsory Retirement for Age,1939-09-14,"Amended by: EO 8543, September 18, 1940  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2385,2443.0
728,8253.0,Exemption of Walter I. Swanton From Compulsory Retirement for Age,1939-09-18,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2389,2444.0
729,8254.0,"Authorizing Increases in the Personnel and Facilities of the United States Coast Guard, Treasury Department",1939-09-18,"Federal Register page and date: 4 FR 3983, September 20, 1939",Franklin D Roosevelt,2389,2445.0
730,8255.0,Transfer of Control and Jurisdiction Over Certain Lands From the Secretary of Agriculture to the Secretary of the Interior,1939-09-18,"Federal Register page and date: 4 FR 3983, September 20, 1939",Franklin D Roosevelt,2389,2446.0
731,8256.0,Exemption of Maurice C. Latta From Compulsory Retirement for Age,1939-09-20,"See: EO 8497, July 26, 1940; EO 
      8904, September 22, 1941  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2391,2447.0
732,8257.0,Authorizing Excepted Appointments To Meet Public Exigency,1939-09-21,"Federal Register page and date: 4 FR 4023, September 23, 1939  
Amended by: EO 8564, October 8, 1940 
Revoked by: EO 9830, February 24, 1947",Franklin D Roosevelt,2392,2448.0
733,8258.0,"Amending Paragraph 7, Subdivision I, Schedule A of the Civil Service Rules",1939-09-21,"Federal Register page and date: 4 FR 4023, September 23, 1939",Franklin D Roosevelt,2392,2449.0
734,8259.0,Exemption of Harry T. Edwards From Compulsory Retirement for Age,1939-09-21,"See: EO 8525, August 26, 1940; EO 
      8827, July 24, 1941 Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2392,2450.0
735,8260.0,Exemption of James L. Hughes From Compulsory Retirement for Age,1939-09-21,"Amended by: EO 8562, October 8, 1940  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2392,2451.0
736,8261.0,"Amendment of   7972 of September 15, 1938",1939-09-21,"Federal Register page and date: 4 FR 4043, September 26, 1939
Amends: EO 7972, September 15, 1938 
Revoked by: EO 9687, January 26, 1946",Franklin D Roosevelt,2392,2452.0
737,8262.0,Exemption of Samuel A. Cottrell From Compulsory Retirement for Age,1939-09-26,"See: EO 8555, August 16, 1941; EO 
      8805, June 25, 1941  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2397,2453.0
738,8263.0,Exemption of William F. Mackenzie From Compulsory Retirement for Age,1939-09-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2397,2454.0
739,8264.0,"Appointment of Master Sergeant Morris Swett, United States Army Retired, as Librarian Without Compliance With Civil Service Rules",1939-09-30,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2401,2455.0
740,8265.0,"Designation of the Director of the Bureau of Mines To Act as Secretary of the Interior, or as Under Secretary, First Assistant Secretary, or Assistant Secretary of the Interior",1939-09-30,"Federal Register page and date: 4 FR 4108, October 3, 1939",Franklin D Roosevelt,2401,2456.0
741,8266.0,Exempting Certain Positions From Salary Classification,1939-10-04,"Federal Register page and date: 4 FR 4167, October 6, 1939 
See: 
    
    EO 6746, June 21, 1934",Franklin D Roosevelt,2405,2457.0
742,8267.0,"Amendment of   7242 of December 6, 1935, Prescribing Regulations Governing Highways, Vehicles, and Vehicular Traffic in the Canal Zone",1939-10-05,"Federal Register page and date: 4 FR 4183, October 7, 1939
Amends: 
    
    EO 7242, December 6, 1935",Franklin D Roosevelt,2406,2458.0
743,8268.0,Exemption of George W. Stone From Compulsory Retirement for Age,1939-10-09,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2410,2459.0
744,8269.0,"Amendment of Basic Exchange Rates Prescribed by Section 4 of   7972 of September 15, 1938",1939-10-11,"Federal Register page and date: 4 FR 4241, October 13, 1939 
Amends: EO 7972, September 15, 1938 
Revoked by: EO 9687, January 26, 1946",Franklin D Roosevelt,2412,2460.0
745,8270.0,Exemption of Edward M. Neville From Compulsory Retirement for Age,1939-10-16,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2417,2461.0
746,8271.0,"Amendment of Section 6 of   8251 of September 12, 1939, Prescribing Regulations Governing the Entrance of Foreign and Domestic Aircraft Into the Canal Zone, and Navigation Therein",1939-10-16,"Federal Register page and date: 4 FR 4277, October 18, 1939
Superseded by: Canal Zone Order 3, January 21, 1947 (12 FR 898)",Franklin D Roosevelt,2417,2462.0
747,8272.0,"Amendment of Subdivision VII, Schedule A, Civil Service Rules",1939-10-16,"Federal Register page and date: 4 FR 4277, October 18, 1939",Franklin D Roosevelt,2417,2463.0
748,8273.0,Excepting Appointments in the United States Coronado Exposition Commission From the Requirements of the Civil Service Act and Rules,1939-10-21,"Federal Register page and date: 4 FR 4321, October 24, 1939",Franklin D Roosevelt,2422,2464.0
749,8274.0,Exemption of Edward A. Neill From Compulsory Retirement for Age,1939-10-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2427,2465.0
750,8275.0,Exemption of Harvey J. Zimmerman From Compulsory Retirement for Age,1939-10-26,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2427,2466.0
751,8276.0,Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1940,1939-10-28,"Federal Register page and date: 4 FR 4444, November 1, 1939",Franklin D Roosevelt,2429,2467.0
752,8277.0,Transfer of Jurisdiction Over Certain Lands From the Secretary of Agriculture to the Secretary of War; Oklahoma,1939-10-28,"Federal Register page and date: 4 FR 4444, November 1, 1939 
Amends: EO 7908, June 9, 1938 Superseded by: EO 9282, December 15, 1942",Franklin D Roosevelt,2429,2468.0
753,8278.0,Withdrawing Public Land and Water for Naval Purposes; Alaska,1939-10-28,"Federal Register page and date: 4 FR 4444, November 1, 1939 
Revokes: EO 7748, November 20, 1937  Amended by: Public Land Order 1182, July 1, 1955 (20 FR 4871)
Revoked by: Public Land Order 3705, June 10, 1965 (30 FR 7901) (in part); Public Land Order 4119, December 13, 1966 (31 FR 16202) (in part); Public Land Order 5550, December 1, 1975 (40 FR 56667) (in part)
See: EO 8344, February 10, 1940; Public Land 
      Order 2235, December 20, 1960 (25 FR 13696)",Franklin D Roosevelt,2429,2469.0
754,8279.0,"Designation of the Director of the Bureau of Mines To Act as Secretary of the Interior, or as Under Secretary, First Assistant Secretary, or Assistant Secretary of the Interior",1939-10-28,"Federal Register page and date: 4 FR 4445, November 1, 1939",Franklin D Roosevelt,2429,2470.0
755,8280.0,"Amendment of Paragraph 4, Subdivision IV, Schedule B of the Civil Service Rules",1939-10-31,"Federal Register page and date: 4 FR 4453, November 2, 1939",Franklin D Roosevelt,2432,2471.0
756,8281.0,"Amendment of   8176 of June 21, 1939, Prescribing Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1940",1939-11-01,"Federal Register page and date: 4 FR 4453, November 2, 1939
Amends: EO 8176, June 21, 1939",Franklin D Roosevelt,2433,2472.0
757,8282.0,Exemption of John S. Biggs From Compulsory Retirement for Age,1939-11-09,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2441,2473.0
758,8283.0,Amendment of Section 6 of Civil Service Rule II,1939-11-09,"Federal Register page and date: 4 FR 4565, November 14, 1939 
Amends: EO 7916, June 24, 1938
Amended by: EO 8363, March 4, 1940 
Revoked by: EO 9830, February 24, 1947",Franklin D Roosevelt,2441,2474.0
759,8284.0,Prescribing the Duties of the Librarian Emeritus of the Library of Congress,1939-11-13,"Federal Register page and date: 4 FR 4603, November 17, 1939",Franklin D Roosevelt,2445,2475.0
760,8285.0,Appointment of George K. Briggs Without Regard to Civil Service Rules,1939-11-16,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2448,2476.0
761,8286.0,Exemption of Hugh J. Murray From Compulsory Retirement for Age,1939-11-16,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2448,2477.0
762,8287.0,Exemption of Arthur H. Chase From Compulsory Retirement for Age,1939-11-18,"Amends: EO 8011, November 19, 1938  Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2450,2478.0
763,8288.0,Making Certain Changes in the Field Organization of the Customs Service in the State of Texas,1939-11-22,"Federal Register page and date: 4 FR 4691, November 28, 1939",Franklin D Roosevelt,2454,2479.0
764,8289.0,Establishing the Bosque del Apache National Wildlife Refuge,1939-11-22,"Federal Register page and date: 4 FR 4691, November 28, 1939",Franklin D Roosevelt,2454,2480.0
765,8290.0,Retirement of Foreign Service Officer Franklin B. Atwood,1939-11-30,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2462,2481.0
766,8291.0,"Excusing Federal Employees From Duty on December 23 and 30, 1939",1939-11-30,"Federal Register page and date: 4 FR 4761, December 5, 1939",Franklin D Roosevelt,2462,2482.0
767,8292.0,Amending the Foreign Service Regulations of the United States,1939-11-30,"Federal Register page and date: 4 FR 4761, December 5, 1939 
Revokes: 
    
    EO 7470, October 15, 1936 
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,2462,2483.0
768,8293.0,Suspension of Eight-Hour Law as to Persons Employed by the Government in the Construction of Certain Emergency Air Bases,1939-11-30,"Federal Register page and date: 4 FR 4762, December 5, 1939",Franklin D Roosevelt,2462,2484.0
769,8294.0,"Appointment of Admiral William D. Leahy, Governor of the Territory of Puerto Rico, as Administrator of the Puerto Rico Reconstruction Administration",1939-11-30,"Federal Register page and date: 4 FR 4763, December 5, 1939  
Amends: 
    
    EO 7057, May 28, 1935; 
    
    EO 7180, September 6, 1935; EO 7689, August 12, 
    1937 
See: EO 8888, September 1, 1941; EO 
      9278, December 4, 1942; EO 9618, 
      September 19, 1945; EO 9901, October 25, 1947",Franklin D Roosevelt,2462,2485.0
770,8295.0,"Partial Revocation of  of January 3, 1917, and June 16, 1925",1939-11-30,"Federal Register page and date: 4 FR 4763, December 5, 1939 
Amends: Executive order of January 3, 1917 (unnumbered series); Executive order of June 16, 1925 (unnumbered series)",Franklin D Roosevelt,2462,2486.0
771,8296.0,Changing the Name of the Pathfinder Wildlife Refuge and Adding Certain Lands Thereto,1939-11-30,"Federal Register page and date: 4 FR 4763, December 5, 1939 
Amends: 
    
    EO 7425, August 1, 1936",Franklin D Roosevelt,2462,2487.0
772,8297.0,Amending the Foreign Service Regulations of the United States,1939-12-04,"Federal Register page and date: 4 FR 4779, December 7, 1939 
Amends: EO 7968, September 3, 1938 
Amended by: EO 9303, February 11, 1943; EO 
      9407, December 17, 1943 Superseded by: Foreign Service Reg. S-6, November 6, 1945 (10 FR 13751)(in part); Foreign Service Reg. S-14, January 8, 1946 (11 FR 527)(in part)
Revoked by: EO 9521, February 13, 
      1945 
See: EO 9591, July 21, 1945; EO 
      9767, August 9, 1945",Franklin D Roosevelt,2466,2488.0
773,8298.0,"Regulations Governing the Manner of Executing and Returning Commissions by Officers of the Foreign Service in Criminal Cases, and Schedule of Fees and Compensation in Such Cases",1939-12-04,"Federal Register page and date: 4 FR 4781, December 7, 1939
Revoked by: EO 10307, November 23, 1951",Franklin D Roosevelt,2466,2489.0
774,8299.0,Withdrawal of Public Lands; Colorado,1939-12-04,"Federal Register page and date: 4 FR 4782, December 7, 1939",Franklin D Roosevelt,2466,2490.0
775,8300.0,Amendment of Section 2 (b) of Civil Service Rule VII,1939-12-12,"Federal Register page and date: 4 FR 4847, December 14, 1939
Revoked by: EO 9830, February 24, 1947",Franklin D Roosevelt,2474,2491.0
776,8301.0,"Authorizing and Directing Carroll L. Wilson, Special Assistant to the Secretary of Commerce, To Act as Director of the Bureau of Foreign and Domestic Commerce During the Sickness or Absence of the Director",1939-12-12,"Federal Register page and date: 4 FR 4847, December 14, 1939",Franklin D Roosevelt,2474,2492.0
777,8302.0,Exemption of Frank Burke From Compulsory Retirement for Age,1939-12-12,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2474,2493.0
778,8303.0,"Waiver of E.O. of Jan. 17, 1873, To Permit Huntington Cairns To Hold State Office",1939-12-13,"See: 
    
    EO 9, January 17, 1873 
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,2475,2494.0
779,8304.0,"Revocation of   2552 of March 21, 1917, Withdrawing Public Lands for Lighthouse Purposes; Alaska",1939-12-19,"Federal Register page and date: 4 FR 4909, December 22, 1939 
Revokes: 
    
    EO 2552, March 21, 1917",Franklin D Roosevelt,2481,2495.0
780,8305.0,Reserving Certain Public Lands for the Use of the War Department for Military Purposes; Alaska,1939-12-19,"Federal Register page and date: 4 FR 4909, December 22, 1939 
Revokes: EO 4629, April 13, 1927
Amended by: EO 9526, February 28, 1945; Public Land Order 743, August 16, 1951 (16 FR 8366) 
See: Public Land Order 1491, September 9, 1957 (22 FR 7311)",Franklin D Roosevelt,2481,2496.0
781,8306.0,Taxes and Licenses in the Canal Zone,1939-12-19,"Federal Register page and date: 4 FR 4909, December 22, 1939
Revokes: 
    
    EO 2062, October 13, 1914
See: Canal Zone Order No. 42 (21 FR 582)",Franklin D Roosevelt,2481,2497.0
782,8307.0,Amending the Foreign Service Regulations of the United States,1939-12-19,"Federal Register page and date: 4 FR 4910, December 22, 1939 
Revokes: 
    
    EO 3987, April 4, 1924
Revoked by: EO 9521, February 13, 
      1945",Franklin D Roosevelt,2481,2498.0
783,8308.0,"Exemption of Gerrit S. Miller, Jr., From Compulsory Retirement for Age",1939-12-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2481,2499.0
784,8309.0,Exemption of Harry J. Morrison From Compulsory Retirement for Age,1939-12-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2481,2500.0
785,8310.0,Exemption of Louis C. Vogt From Compulsory Retirement for Age,1939-12-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2481,2501.0
786,8311.0,Exemption of Alexander McKeon From Compulsory Retirement for Age,1939-12-19,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2481,2502.0
787,8312.0,Exemption of David D. Caldwell From Compulsory Retirement for Age,1939-12-21,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2483,2503.0
788,8313.0,Appointment of Henry Schneider to Treasury Department Without Regard to Civil Service Rules,1939-12-22,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2484,2504.0
789,8314.0,Exemption of John Kieley From Compulsory Retirement for Age,1939-12-22,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,2484,2505.0
790,8315.0,Making Certain Changes in Customs Collection District  38; Michigan,1939-12-22,"Federal Register page and date: 4 FR 4941, December 27, 1939",Franklin D Roosevelt,2484,2506.0
791,8316.0,"Authorizing the Initial Appointment to a Certain Position in the Wage and Hour Division, Department of Labor, Without Compliance With the Civil Service Rules, and Revoking in Part   8027 of December 23, 1938",1939-12-27,"Federal Register page and date: 4 FR 4979, December 30, 1939 
Amends: EO 8027, December 23, 1938",Franklin D Roosevelt,2489,2507.0
792,8317.0,Amendment of Schedule B of the Civil Service Rules,1940-01-10,"Federal Register page and date: 5 FR 165, January 12, 1940",Franklin D Roosevelt,2503,2508.0
793,8318.0,"Authorization of Committee on Education and Labor, United States Senate, To Inspect Income, Profits, and Capital Stock Tax Returns and Returns of Employment Tax on Employers",1940-01-10,"Federal Register page and date: 5 FR 193, January 16, 1940",Franklin D Roosevelt,2503,2509.0
