citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
64 FR 40733, 99-19396,40734,https://www.federalregister.gov/documents/1999/07/27/99-19396/further-amendments-to-executive-order-12757-implementation-of-the-enterprise-for-the-americas,https://www.govinfo.gov/content/pkg/FR-1999-07-27/pdf/99-19396.pdf,Presidential Document,Executive Order,07/27/1999,07/22/1999,40733,"Further Amendments to Executive Order 12757, Implementation of the Enterprise for the Americas Initiative","Amends: EO 12757, March 19, 1991
See: EO 12823, December 3, 1992; EO 13028, December 3, 1996
Revoked by: EO 13345, July 8, 2004",13131
64 FR 38535, 99-18476,38536,https://www.federalregister.gov/documents/1999/07/19/99-18476/national-infrastructure-assurance-council,https://www.govinfo.gov/content/pkg/FR-1999-07-19/pdf/99-18476.pdf,Presidential Document,Executive Order,07/19/1999,07/14/1999,38535,National Infrastructure Assurance Council,"Revoked by: EO 13231, October 16, 2001
See: EO 13010, July 15, 1996; EO 13286, February 28, 2003",13130
64 FR 36759, 99-17444,36761,https://www.federalregister.gov/documents/1999/07/07/99-17444/blocking-property-and-prohibiting-transactions-with-the-taliban,https://www.govinfo.gov/content/pkg/FR-1999-07-07/pdf/99-17444.pdf,Presidential Document,Executive Order,07/07/1999,07/04/1999,36759,Blocking Property and Prohibiting Transactions With the Taliban,"See: EO 13268, July 2, 2002",13129
64 FR 34703, 99-16634,34704,https://www.federalregister.gov/documents/1999/06/28/99-16634/implementation-of-the-chemical-weapons-convention-and-the-chemical-weapons-convention-implementation,https://www.govinfo.gov/content/pkg/FR-1999-06-28/pdf/99-16634.pdf,Presidential Document,Executive Order,06/28/1999,06/25/1999,34703,Implementation of the Chemical Weapons Convention and the Chemical Weapons Convention Implementation Act,"Amends: EO 12938, November 14, 1994",13128
64 FR 32793, 99-15623,32793,https://www.federalregister.gov/documents/1999/06/17/99-15623/amendment-to-executive-order-13073-year-2000-conversion,https://www.govinfo.gov/content/pkg/FR-1999-06-17/pdf/99-15623.pdf,Presidential Document,Executive Order,06/17/1999,06/14/1999,32793,"Amendment to Executive Order 13073, Year 2000 Conversion","Amends: EO 13073, February 4, 1998",13127
64 FR 32383, 99-15491,32385,https://www.federalregister.gov/documents/1999/06/16/99-15491/prohibition-of-acquisition-of-products-produced-by-forced-or-indentured-child-labor,https://www.govinfo.gov/content/pkg/FR-1999-06-16/pdf/99-15491.pdf,Presidential Document,Executive Order,06/16/1999,06/12/1999,32383,Prohibition of Acquisition of Products Produced by Forced or Indentured Child Labor,"",13126
64 FR 31105, 99-14901,31107,https://www.federalregister.gov/documents/1999/06/10/99-14901/increasing-participation-of-asian-americans-and-pacific-islanders-in-federal-programs,https://www.govinfo.gov/content/pkg/FR-1999-06-10/pdf/99-14901.pdf,Presidential Document,Executive Order,06/10/1999,06/07/1999,31105,Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs,"Amended by: EO 13216, June 6, 2001 
Superseded by: EO 13515, October 14, 2009; EO 14031, May 28, 2021",13125
64 FR 31103, 99-14825,31104,https://www.federalregister.gov/documents/1999/06/09/99-14825/amending-the-civil-service-rules-relating-to-federal-employees-with-psychiatric-disabilities,https://www.govinfo.gov/content/pkg/FR-1999-06-09/pdf/99-14825.pdf,Presidential Document,Executive Order,06/09/1999,06/04/1999,31103,Amending the Civil Service Rules Relating To Federal Employees With Psychiatric Disabilities,"",13124
64 FR 30851, 99-14633,30860,https://www.federalregister.gov/documents/1999/06/08/99-14633/greening-the-government-through-efficient-energy-management,https://www.govinfo.gov/content/pkg/FR-1999-06-08/pdf/99-14633.pdf,Presidential Document,Executive Order,06/08/1999,06/03/1999,30851,Greening the Government Through Efficient Energy Management,"Revokes: EO 12759, April 17, 1991; EO 12845, April 21, 1993; EO 12902, March 9, 1994 
Revoked by: EO 13423, January 24, 2007
See: EO 13148, April 21, 2000",13123
64 FR 29201, 99-13825,29202,https://www.federalregister.gov/documents/1999/05/28/99-13825/interagency-task-force-on-the-economic-development-of-the-southwest-border,https://www.govinfo.gov/content/pkg/FR-1999-05-28/pdf/99-13825.pdf,Presidential Document,Executive Order,05/28/1999,05/25/1999,29201,Interagency Task Force on the Economic Development of the Southwest Border,"Amended by: EO 13284, January 23, 2003",13122
64 FR 24021, 99-11410,24022,https://www.federalregister.gov/documents/1999/05/05/99-11410/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the,https://www.govinfo.gov/content/pkg/FR-1999-05-05/pdf/99-11410.pdf,Presidential Document,Executive Order,05/05/1999,04/30/1999,24021,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting Trade Transactions Involving the Federal Republic of Yugoslavia (Serbia and Montenegro) in Response to the Situation in Kosovo","Amends: EO 13088, June 9, 1998
See: Notice of May 25, 2000; EO 13192, January 17, 2001; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003",13121
64 FR 23007, 99-10901,23007,https://www.federalregister.gov/documents/1999/04/29/99-10901/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to,https://www.govinfo.gov/content/pkg/FR-1999-04-29/pdf/99-10901.pdf,Presidential Document,Executive Order,04/29/1999,04/27/1999,23007,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty,"Amended by: EO 13286, February 28, 2003",13120
64 FR 18797, 99-9738,18797,https://www.federalregister.gov/documents/1999/04/16/99-9738/designation-of-federal-republic-of-yugoslavia-serbiamontenegro-albania-the-airspace-above-and,https://www.govinfo.gov/content/pkg/FR-1999-04-16/pdf/99-9738.pdf,Presidential Document,Executive Order,04/16/1999,04/13/1999,18797,"Designation of Federal Republic of Yugoslavia (Serbia/Montenegro), Albania, the Airspace Above, and Adjacent Waters as a Combat Zone","",13119
64 FR 16333, 99-8433,16335,https://www.federalregister.gov/documents/1999/04/05/99-8433/identification-of-trade-expansion-priorities-and-discriminatory-procurement-practices,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8433.pdf,Presidential Document,Executive Order,04/05/1999,03/31/1999,16333,Identification of Trade Expansion Priorities and Discriminatory Procurement Practices,"",13116
64 FR 16591, 99-8509,16591,https://www.federalregister.gov/documents/1999/04/05/99-8509/further-amendment-to-executive-order-12981-as-amended,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8509.pdf,Presidential Document,Executive Order,04/05/1999,03/31/1999,16591,"Further Amendment to Executive Order 12981, as Amended","Amends: EO 12981, December 5, 1995;;
 ;  Note: This Executive order amends the administration of export controls",13117
64 FR 16595, 99-8547,16599,https://www.federalregister.gov/documents/1999/04/05/99-8547/implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998,https://www.govinfo.gov/content/pkg/FR-1999-04-05/pdf/99-8547.pdf,Presidential Document,Executive Order,04/05/1999,03/31/1999,16595,Implementation of the Foreign Affairs Reform and Restructuring Act of 1998,"Amends: EO 11223 of May 12, 1965; EO 11269 of February 14, 1966; EO 11958 of January 18, 1977; EO 12163 of September 29, 1979; EO 12188 of January 2, 1980; EO 12260 of December 31, 1980; EO 12293 of February 23, 1981; EO 12301 of March 26, 1981; EO 12703 of February 20, 1990; EO 12884 of December 1, 1993; Memorandum of March 23, 1999;;
 ;  Revokes: EO 12599 of June 23, 1987",13118
64 FR 15283, 99-7999,15284,https://www.federalregister.gov/documents/1999/03/30/99-7999/interagency-task-force-on-the-roles-and-missions-of-the-united-states-coast-guard,https://www.govinfo.gov/content/pkg/FR-1999-03-30/pdf/99-7999.pdf,Presidential Document,Executive Order,03/30/1999,03/25/1999,15283,Interagency Task Force on the Roles and Missions of the United States Coast Guard,"Amended by: EO 13138, September 30, 1999",13115
64 FR 10099, 99-5164,10099,https://www.federalregister.gov/documents/1999/03/01/99-5164/further-amendment-to-executive-order-12852-as-amended-extending-the-presidents-council-on,https://www.govinfo.gov/content/pkg/FR-1999-03-01/pdf/99-5164.pdf,Presidential Document,Executive Order,03/01/1999,02/28/1999,10099,"Further Amendment to Executive Order 12852, as Amended, Extending the President's Council on Sustainable Development","Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 13114 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",13114
64 FR 7489, 99-3832,7489,https://www.federalregister.gov/documents/1999/02/16/99-3832/presidents-information-technology-advisory-committee-further-amendments-to-executive-order-13035-as,https://www.govinfo.gov/content/pkg/FR-1999-02-16/pdf/99-3832.pdf,Presidential Document,Executive Order,02/16/1999,02/10/1999,7489,"President's Information Technology Advisory Committee, Further Amendments to Executive Order 13035, as Amended","Amends: EO 13035, February 11, 1997;;
 ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13113
64 FR 6183, 99-3184,6186,https://www.federalregister.gov/documents/1999/02/08/99-3184/invasive-species,https://www.govinfo.gov/content/pkg/FR-1999-02-08/pdf/99-3184.pdf,Presidential Document,Executive Order,02/08/1999,02/03/1999,6183,Invasive Species,"Amended by: EO 13286, February 28, 2003;  EO 13751, December 5, 2016
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017
Revokes: EO 11987, May 24, 1977",13112
64 FR 2793, 99-1185,2797,https://www.federalregister.gov/documents/1999/01/15/99-1185/using-technology-to-improve-training-opportunities-for-federal-government-employees,https://www.govinfo.gov/content/pkg/FR-1999-01-15/pdf/99-1185.pdf,Presidential Document,Executive Order,01/15/1999,01/12/1999,2793,Using Technology To Improve Training Opportunities for Federal Government Employees,"Amended by: EO 13188, January 12, 2001; EEO 13218, June 20, 2001;;
 ;  Revoked (in part) by: EO 13316, September 17, 2003",13111
64 FR 2419, 99-980,2419,https://www.federalregister.gov/documents/1999/01/14/99-980/nazi-war-criminal-records-interagency-working-group,https://www.govinfo.gov/content/pkg/FR-1999-01-14/pdf/99-980.pdf,Presidential Document,Executive Order,01/14/1999,01/11/1999,2419,Nazi War Criminal Records Interagency Working Group,"",13110
63 FR 70631, 98-34034,70631,https://www.federalregister.gov/documents/1998/12/22/98-34034/half-day-closing-of-executive-departments-and-agencies-of-the-federal-government-on-thursday,https://www.govinfo.gov/content/pkg/FR-1998-12-22/pdf/98-34034.pdf,Presidential Document,Executive Order,12/22/1998,12/17/1998,70631,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 1998","",13109
63 FR 68991, 98-33348,68993,https://www.federalregister.gov/documents/1998/12/15/98-33348/implementation-of-human-rights-treaties,https://www.govinfo.gov/content/pkg/FR-1998-12-15/pdf/98-33348.pdf,Presidential Document,Executive Order,12/15/1998,12/10/1998,68991,Implementation of Human Rights Treaties,"",13107
63 FR 69175, 98-33382,69175,https://www.federalregister.gov/documents/1998/12/15/98-33382/further-amendment-to-executive-order-13037-commission-to-study-capital-budgeting,https://www.govinfo.gov/content/pkg/FR-1998-12-15/pdf/98-33382.pdf,Presidential Document,Executive Order,12/15/1998,12/11/1998,69175,"Further Amendment to Executive Order 13037, Commission To Study Capital Budgeting","Amends: EO 13037, March 3, 1997;;
 ;  Note: EO 13108 is nullified by virtue of the Commission being abolished by EO 13138, September 30, 1999.",13108
63 FR 68151, 98-32953,68160,https://www.federalregister.gov/documents/1998/12/09/98-32953/adjustments-of-certain-rates-of-pay-and-delegation-of-a-federal-pay-administration-authority,https://www.govinfo.gov/content/pkg/FR-1998-12-09/pdf/98-32953.pdf,Presidential Document,Executive Order,12/09/1998,12/07/1998,68151,Adjustments of Certain Rates of Pay and Delegation of a Federal Pay Administration Authority,"Amends: EO 12748, February 1, 1991;;
 ;  Supersedes: EO 13071, December 29, 1997;;
 ;  Superseded by: EO 13144, December 21, 1999 (in part)",13106
63 FR 60201, 98-30054,60201,https://www.federalregister.gov/documents/1998/11/06/98-30054/open-enrollment-season-for-participants-in-the-foreign-service-retirement-and-disability-system-and,https://www.govinfo.gov/content/pkg/FR-1998-11-06/pdf/98-30054.pdf,Presidential Document,Executive Order,11/06/1998,11/02/1998,60201,Open Enrollment Season for Participants in the Foreign Service Retirement and Disability System and the Central Intelligence Agency Retirement and Disability System,"",13105
63 FR 56535, 98-28471,56535,https://www.federalregister.gov/documents/1998/10/22/98-28471/amendment-to-executive-order-13021-tribal-colleges-and-universities,https://www.govinfo.gov/content/pkg/FR-1998-10-22/pdf/98-28471.pdf,Presidential Document,Executive Order,10/22/1998,10/19/1998,56535,"Amendment to Executive Order 13021, Tribal Colleges and Universities","Amends: EO 13021, October 19, 1996",13104
63 FR 53273, 98-26799,53274,https://www.federalregister.gov/documents/1998/10/05/98-26799/computer-software-piracy,https://www.govinfo.gov/content/pkg/FR-1998-10-05/pdf/98-26799.pdf,Presidential Document,Executive Order,10/05/1998,09/30/1998,53273,Computer Software Piracy,"See: EO 13011, July 16, 1996",13103
63 FR 52125, 98-26250,52125,https://www.federalregister.gov/documents/1998/09/29/98-26250/further-amendment-to-executive-order-13038-advisory-committee-on-public-interest-obligations-of,https://www.govinfo.gov/content/pkg/FR-1998-09-29/pdf/98-26250.pdf,Presidential Document,Executive Order,09/29/1998,09/25/1998,52125,"Further Amendment to Executive Order 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","Amends: EO 13038, March 11, 1997;;
 ;  Note: EO 13102 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13102
63 FR 49643, 98-25023,49651,https://www.federalregister.gov/documents/1998/09/16/98-25023/greening-the-government-through-waste-prevention-recycling-and-federal-acquisition,https://www.govinfo.gov/content/pkg/FR-1998-09-16/pdf/98-25023.pdf,Presidential Document,Executive Order,09/16/1998,09/14/1998,49643,"Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition","Revokes: EO 12873, October 20, 1993;;
 ;  Revoked by: EO 13423, January 24, 2007;;
 ;  See: EO 12843, April 21, 1993; EO 12845, April 21, 1993; EO 12856, August 3, 1993; EO 12902, March 8, 1994; EO 12969, August 8, 1995; EO 13031, December 13, 1996; EO 13148, April 21, 2000; EO 13149, April 21, 2000; Proc. 7250, November 15, 1999",13101
63 FR 45661, 98-23258,45662,https://www.federalregister.gov/documents/1998/08/27/98-23258/presidents-council-on-food-safety,https://www.govinfo.gov/content/pkg/FR-1998-08-27/pdf/98-23258.pdf,Presidential Document,Executive Order,08/27/1998,08/25/1998,45661,President's Council on Food Safety,"Amended by: EO 13286, February 28, 2003",13100
63 FR 45167, 98-22940,45167,https://www.federalregister.gov/documents/1998/08/25/98-22940/prohibiting-transactions-with-terrorists-who-threaten-to-disrupt-the-middle-east-peace-process,https://www.govinfo.gov/content/pkg/FR-1998-08-25/pdf/98-22940.pdf,Presidential Document,Executive Order,08/25/1998,08/20/1998,45167,Prohibiting Transactions With Terrorists Who Threaten To Disrupt the Middle East Peace Process,"Amends: EO 12947, January 23, 1995;;
 ;  See: EO 13371, February 16, 2005; Notice of January 19, 2000; Notice of January 19, 2001; Notice of January 18, 2002; Notice of January 20, 2003; Notice of January 16, 2004; Notice of January 17, 2005; Notice of January 18, 2006; Notice of January 18, 2007; Notice of January 18, 2008; Notice of January 15, 2009; Notice of January 20, 2010",13099
63 FR 44771, 98-22595,44772,https://www.federalregister.gov/documents/1998/08/20/98-22595/blocking-property-of-unita-and-prohibitingcertain-transactions-with-respect-to-unita,https://www.govinfo.gov/content/pkg/FR-1998-08-20/pdf/98-22595.pdf,Presidential Document,Executive Order,08/20/1998,08/18/1998,44771,Blocking Property of UNITA and ProhibitingCertain Transactions With Respect to UNITA,"See: EO 12865, September 26, 1993; Notice of September 22, 2000; Notice of September 24, 2001; Notice of September 23, 2002 (67 FR 60105);;
 ;  Revoked by: EO 13298, May 6, 2003",13098
63 FR 42681, 98-21643,42684,https://www.federalregister.gov/documents/1998/08/11/98-21643/american-indian-and-alaska-native-education,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21643.pdf,Presidential Document,Executive Order,08/11/1998,08/06/1998,42681,American Indian and Alaska Native Education,"See: Proc. 7246, October 30, 1999.;;
 ;  Revoked by: EO 13336, April 30, 2004",13096
63 FR 43065, 98-21710,43065,https://www.federalregister.gov/documents/1998/08/11/98-21710/interparliamentary-union,https://www.govinfo.gov/content/pkg/FR-1998-08-11/pdf/98-21710.pdf,Presidential Document,Executive Order,08/11/1998,08/07/1998,43065,Interparliamentary Union,"",13097
63 FR 42565, 98-21400,42565,https://www.federalregister.gov/documents/1998/08/07/98-21400/suspension-of-executive-order-13083,https://www.govinfo.gov/content/pkg/FR-1998-08-07/pdf/98-21400.pdf,Presidential Document,Executive Order,08/07/1998,08/05/1998,42565,Suspension of Executive Order 13083,"Suspends: EO 13083, May 14, 1998;;
 ;  Note: Suspends Executive order dealing with new federalism provisions.;;
 ;  Revoked by: EO 13132, August 4, 1999",13095
63 FR 40803, 98-20590,40804,https://www.federalregister.gov/documents/1998/07/30/98-20590/proliferation-of-weapons-of-mass-destruction,https://www.govinfo.gov/content/pkg/FR-1998-07-30/pdf/98-20590.pdf,Presidential Document,Executive Order,07/30/1998,07/28/1998,40803,Proliferation of Weapons of Mass Destruction,"Amends: EO 12938, November 14, 1994;;
 ;  See: Notice of November 6, 2002; Notice of October 29, 2003; Notice of November 4, 2004; EO 13382, June 28, 2005; Notice of October 25, 2005; Notice of October 27, 2006; Notice of November 8, 2007; Notice of November 10, 2008; Notice of November 6, 2009",13094
63 FR 40357, 98-20450,40357,https://www.federalregister.gov/documents/1998/07/29/98-20450/american-heritage-rivers-amending-executive-order-13061-and-13080,https://www.govinfo.gov/content/pkg/FR-1998-07-29/pdf/98-20450.pdf,Presidential Document,Executive Order,07/29/1998,07/27/1998,40357,"American Heritage Rivers, Amending Executive Order 13061 and 13080","Amends: EO 13061, September 11, 1997; EO 13080, April 30, 1998",13093
63 FR 40167, 98-20315,40167,https://www.federalregister.gov/documents/1998/07/28/98-20315/presidents-information-technology-advisory-committee-amendments-to-executive-order-13035,https://www.govinfo.gov/content/pkg/FR-1998-07-28/pdf/98-20315.pdf,Presidential Document,Executive Order,07/28/1998,07/24/1998,40167,"President's Information Technology Advisory Committee, Amendments to Executive Order 13035","Amends: EO 13035, February 11, 1997;;
 ;  See: EO 13200, February 11, 2001; EO 13215, May 31, 2001",13092
63 FR 36151, 98-17828,36152,https://www.federalregister.gov/documents/1998/07/02/98-17828/presidents-commission-on-the-celebration-of-women-in-american-history,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17828.pdf,Presidential Document,Executive Order,07/02/1998,06/29/1998,36151,President's Commission on the Celebration of Women in American History,"Amended by: EO 13136, September 3, 1999;;
 ;  Revoked by: EO 13225, September 28, 2001",13090
63 FR 36153, 98-17829,36154,https://www.federalregister.gov/documents/1998/07/02/98-17829/administration-of-arms-export-controls-and-foreign-assistance,https://www.govinfo.gov/content/pkg/FR-1998-07-02/pdf/98-17829.pdf,Presidential Document,Executive Order,07/02/1998,06/29/1998,36153,Administration of Arms Export Controls and Foreign Assistance,"Amends: EO 11958, January 18, 1977; EO 12163, September 29, 1979",13091
63 FR 32701, 98-16161,32703,https://www.federalregister.gov/documents/1998/06/16/98-16161/coral-reef-protection,https://www.govinfo.gov/content/pkg/FR-1998-06-16/pdf/98-16161.pdf,Presidential Document,Executive Order,06/16/1998,06/11/1998,32701,Coral Reef Protection,"See: EO 13178, December 4, 2000",13089
63 FR 32109, 98-15888,32111,https://www.federalregister.gov/documents/1998/06/12/98-15888/blocking-property-of-the-governments-of-the-federal-republic-of-yugoslavia-serbia-and-montenegro-the,https://www.govinfo.gov/content/pkg/FR-1998-06-12/pdf/98-15888.pdf,Presidential Document,Executive Order,06/12/1998,06/09/1998,32109,"Blocking Property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro, and Prohibiting New Investment in the Republic of Serbia in Response to the Situation in Kosovo","Amended by: EO 13121, April 30, 1999; EO 13192, January 17, 2001;;
 ;  See: Notice of May 25, 2000; Notice of May 24, 2001;;
 ;  Revoked by: EO 13304, May 28, 2003",13088
63 FR 30065, 98-14688,30095,https://www.federalregister.gov/documents/1998/06/02/98-14688/1998-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14688.pdf,Presidential Document,Executive Order,06/02/1998,05/27/1998,30065,"1998 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984;;
 ;  See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13140, October 6, 1999",13086
63 FR 30097, 98-14689,30097,https://www.federalregister.gov/documents/1998/06/02/98-14689/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-1998-06-02/pdf/98-14689.pdf,Presidential Document,Executive Order,06/02/1998,05/28/1998,30097,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in the Federal Government","Amends: EO 11478, August 8, 1969;;
 ;  See: Proc. 7316, June 2, 2000 (65 FR 36051);;
 ;  Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on sexual orientation.",13087
63 FR 29335, 98-14407,29337,https://www.federalregister.gov/documents/1998/05/28/98-14407/establishment-of-the-enrichment-oversight-committee,https://www.govinfo.gov/content/pkg/FR-1998-05-28/pdf/98-14407.pdf,Presidential Document,Executive Order,05/28/1998,05/26/1998,29335,Establishment of the Enrichment Oversight Committee,"",13085
63 FR 27651, 98-13552,27654,https://www.federalregister.gov/documents/1998/05/19/98-13552/federalism,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13552.pdf,Presidential Document,Executive Order,05/19/1998,05/14/1998,27651,Federalism,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; Suspended by: EO 13095, August 5, 1998; See: EO 13084, May 14, 1998; Public Law 105-277 (sec. 425); Revoked by: EO 13132, August 4, 1999",13083
63 FR 27655, 98-13553,27657,https://www.federalregister.gov/documents/1998/05/19/98-13553/consultation-and-coordination-with-indian-tribal-governments,https://www.govinfo.gov/content/pkg/FR-1998-05-19/pdf/98-13553.pdf,Presidential Document,Executive Order,05/19/1998,05/14/1998,27655,Consultation and Coordination With Indian Tribal Governments,"Supplements: EO 12866, September 30, 1993; EO 12988, February 5, 1996; Memorandum of April 29, 1994 (Government-to-Government Relations With Native American Tribal Governments); Revoked by: EO 13175, November 6, 2000; See: EO 13083, May 14, 1998",13084
63 FR 26709, 98-12963,26709,https://www.federalregister.gov/documents/1998/05/13/98-12963/joint-mexican-united-states-defense-commission,https://www.govinfo.gov/content/pkg/FR-1998-05-13/pdf/98-12963.pdf,Presidential Document,Executive Order,05/13/1998,05/08/1998,26709,Joint Mexican-United States Defense Commission,"Amends: EO 9080, February 27, 1942; See: EO 10692, December 22, 1956; EO 12377, August 6, 1982",13082
63 FR 24385, 98-11922,24385,https://www.federalregister.gov/documents/1998/05/04/98-11922/amendment-to-executive-order-no-13038-advisory-committee-on-public-interest-obligations-of-digital,https://www.govinfo.gov/content/pkg/FR-1998-05-04/pdf/98-11922.pdf,Presidential Document,Executive Order,05/04/1998,04/30/1998,24385,"Amendment to Executive Order No. 13038, Advisory Committee on Public Interest Obligations of Digital Television Broadcasters","Amends: EO 13038, March 11, 1997; Note: EO 13081 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13081
63 FR 17667, 98-9709,17668,https://www.federalregister.gov/documents/1998/04/10/98-9709/american-heritage-rivers-initiative-advisory-committee,https://www.govinfo.gov/content/pkg/FR-1998-04-10/pdf/98-9709.pdf,Presidential Document,Executive Order,04/10/1998,04/07/1998,17667,American Heritage Rivers Initiative Advisory Committee,"Amended by: EO 13093, July 27, 1998; Revoked by: EO 13225, September 28, 2001",13080
63 FR 17309, 98-9599,17309,https://www.federalregister.gov/documents/1998/04/09/98-9599/waiver-under-the-trade-act-of-1974-with-respect-to-vietnam,https://www.govinfo.gov/content/pkg/FR-1998-04-09/pdf/98-9599.pdf,Presidential Document,Executive Order,04/09/1998,04/07/1998,17309,Waiver Under The Trade Act Of 1974 With Respect to Vietnam,"",13079
63 FR 13111, 98-7139,13113,https://www.federalregister.gov/documents/1998/03/18/98-7139/increasing-employment-of-adults-with-disabilities,https://www.govinfo.gov/content/pkg/FR-1998-03-18/pdf/98-7139.pdf,Presidential Document,Executive Order,03/18/1998,03/13/1998,13111,Increasing Employment of Adults With Disabilities,"Amended by: EO 13172, October 25, 2000; EO 13187, January 10, 2001; EO 13583, August 18, 2011",13078
63 FR 12381, 98-6628,12381,https://www.federalregister.gov/documents/1998/03/12/98-6628/further-amendment-to-executive-order-13010-critical-infrastructure-protection,https://www.govinfo.gov/content/pkg/FR-1998-03-12/pdf/98-6628.pdf,Presidential Document,Executive Order,03/12/1998,03/10/1998,12381,"Further Amendment to Executive Order 13010, Critical Infrastructure Protection","Amends: EO 13010, July 15, 1996; Note: EO 13077 is nullified by virtue of the Committee being abolished by EO 13138, September 30, 1999.",13077
63 FR 9719, 98-5119,9719,https://www.federalregister.gov/documents/1998/02/26/98-5119/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-5119.pdf,Presidential Document,Executive Order,02/26/1998,02/24/1998,9719,Ordering the Selected Reserve of the Armed Forces to Active Duty,"Amended by: EO 13286, February 28, 2003; See: Proc. 6867, March 1, 1996",13076
63 FR 9085, 98-4816,9086,https://www.federalregister.gov/documents/1998/02/24/98-4816/special-oversight-board-for-department-of-defense-investigations-of-gulf-war-chemical-and-biological,https://www.govinfo.gov/content/pkg/FR-1998-02-24/pdf/98-4816.pdf,Presidential Document,Executive Order,02/24/1998,02/19/1998,9085,Special Oversight Board for Department of Defense Investigations of Gulf War Chemical and Biological Incidents,"Revoked by: EO 13225, September 28, 2001",13075
63 FR 7277, 98-3847,7277,https://www.federalregister.gov/documents/1998/02/12/98-3847/amendment-to-executive-order-12656,https://www.govinfo.gov/content/pkg/FR-1998-02-12/pdf/98-3847.pdf,Presidential Document,Executive Order,02/12/1998,02/09/1998,7277,Amendment to Executive Order 12656,"Amends: EO 12656, November 18, 1988;;
 ;  Note: This Executive order is concerned with force deployment with respect to evacuation of U.S. citizens in threatened areas overseas.",13074
63 FR 6467, 98-3229,6468,https://www.federalregister.gov/documents/1998/02/06/98-3229/year-2000-conversion,https://www.govinfo.gov/content/pkg/FR-1998-02-06/pdf/98-3229.pdf,Presidential Document,Executive Order,02/06/1998,02/04/1998,6467,Year 2000 Conversion,"Amended by: EO 13127, June 14, 1999",13073
63 FR 6041, 98-3135,6043,https://www.federalregister.gov/documents/1998/02/05/98-3135/white-house-millennium-council,https://www.govinfo.gov/content/pkg/FR-1998-02-05/pdf/98-3135.pdf,Presidential Document,Executive Order,02/05/1998,02/02/1998,6041,White House Millennium Council,"",13072
62 FR 68521, 97-34224,68530,https://www.federalregister.gov/documents/1997/12/31/97-34224/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34224.pdf,Presidential Document,Executive Order,12/31/1997,12/29/1997,68521,Adjustments of Certain Rates of Pay,"Supersedes: EO 13033, December 27, 1996;;
 ;  Superseded by: EO 13106, December 7, 1998",13071
